tab_svc_class_code,,,,,,,,
tab_sec,,,,,,,,
tab_enty_desc,,,,,,,,
tab_desc_date,,,,,,,,
tab_eff_date,,,,,,,,
tab_text,,,,,,,,
tab_odfi,,,,,,,,
tab_batch_number,,,,,,,,
tab_entry_count,,,,,,,,
tab_total_debit,,,,,,,,
tab_total_credit,,,,,,,,
tab_immedidate_origin,,,,,,,,
tab_create_date,,,,,,,,
tab_create_time,,,,,,,,
tab_file_id_mod,,,,,,,,
tab_file_ref,,,,,,,,
tab_app_req_ind,,,,,,,,
tab_status,,,,,,,,
tab_creator_userid,,,,,,,,
1503102,,,,,,,,
tae_seg_id_version,,,,,,,,
tae_client_amt,,,,,,,,
tae_client_curr_code,,,,,,,,
tae_mod_amt,,,,,,,,
tae_tran_code,,,,,,,,
tae_sec,,,,,,,,
tae_trace_number,,,,,,,,
tae_addenda_ind,,,,,,,,
tae_addenda1_type,,,,,,,,
tae_addenda1,,,,,,,,
tae_addenda2_type,,,,,,,,
tae_addenda2,,,,,,,,
1503201,,,,,,,,
tpp_seg_id_version,,,,,,,,
tpp_payee_payer_ind,,,,,,,,
tpp_entity_type,,,,,,,,
tpp_num,,,,,,,,
tpp_name,,,,,,,,
tpp_phone,,,,,,,,
tpp_email,,,,,,,,
tpp_social_net,,,,,,,,
tpp_social_net_id,,,,,,,,
tpp_cntry_code,,,,,,,,
tpp_city,,,,,,,,
tpp_state,,,,,,,,
tpp_post_code,,,,,,,,
tpp_bank_type,,,,,,,,
tpp_acct_type,creditaccount.type,,,,,,,
tpp_acct_sub_type,creditaccount.desc,,,,,,,
tpp_bank_cntry_code,creditaccount.country,,,,,,,
tpp_bank_city,,,,,,,,
tpp_bank_state,,,,,,,,
tpp_bank_post_code,creditaccount.postcode,,,,,,,
tpp_bank_num,,,,,,,,
tpp_bank_name,,,,,,,,
tpp_branch_id,creditaccount.sortcode,,,,,,,
,creditaccount.branchIdentifier,,,,,,,
tpp_acct_num,creditaccount.number,,,,,,,
,creditaccount.swiftCode,,,,,,,
,creditaccount.businessIdentifierCode,,,,,,,
,creditaccount.iban,,,,,,,
tpp_curr_code,creditaccount.currency,,,,,,,
tpp_tran_amt,,,,,,,,
tpp_bal,,,,,,,,
tpp_description,,,,,,,,
tpp_address,,,,,,,,
1504004,,,,,,,,
tng_seg_id_version,,,,,,,,
tng_tran_type,authentication.type,,,,,,,
tng_entity,demographic.entityInd,,,,,,,
tng_details_ind,,,,,,,,
tng_category,demographic.category,,,,,,,
tng_tran_status,demographic.status,,,,,,,
tng_status_reason,demographic.statusDesc,,,,,,,
tng_sub_tran_type,authentication.subType,,,,,,,
